state_component, stat, schedule, label_scheme, N, result
requested.name, roc.v1_ca20, 1, a, 9890, 0.9998989
requested.name, roc.v2_ca05, 1, a, 9890, 0.0001011
requested.name, roc.v2_ca10, 1, a, 9890, 0.0001011
requested.name, roc.v2_ca20, 1, a, 9890, 0.0001011
requested.all, acc, 1, a, 79120, 0.9943883
requested.all, l2, 1, a, 79120, 0.0104331
requested.all, l2.binary, 1, a, 79120, 0.0104331
requested.all, avgp, 1, a, 79120, 0.9933240
requested.all, neglogp, 1, a, 79120, 0.0395757
requested.all, mrr, 1, a, 79120, 0.9971941
requested.all, update.acc, 1, a, 79120, 0.9504768
requested.all, update.prec, 1, a, 79120, 0.9736075
requested.all, roc.v1_eer, 1, a, 79120, 0.0086704
requested.all, roc.v1_ca05, 1, a, 79120, 0.9943883
requested.all, roc.v1_ca10, 1, a, 79120, 0.9943883
requested.all, roc.v1_ca20, 1, a, 79120, 0.9943883
requested.all, roc.v2_ca05, 1, a, 79120, 0.0000127
requested.all, roc.v2_ca10, 1, a, 79120, 0.0000127
requested.all, roc.v2_ca20, 1, a, 79120, 0.0000127
method, acc, 1, a, 9890, 0.9244692
method, l2, 1, a, 9890, 0.1232724
method, l2.binary, 1, a, 9890, 0.1267000
method, avgp, 1, a, 9890, 0.9096507
method, neglogp, 1, a, 9890, 0.2790794
method, mrr, 1, a, 9890, 0.9596815
method, update.acc, 1, a, 9890, 0.8355772
method, update.prec, 1, a, 9890, 0.9158556
method, roc.v1_eer, 1, a, 9890, 0.0905966
method, roc.v1_ca05, 1, a, 9890, 0.8933266
method, roc.v1_ca10, 1, a, 9890, 0.9244692
method, roc.v1_ca20, 1, a, 9890, 0.9244692
method, roc.v2_ca05, 1, a, 9890, 0.2964016
method, roc.v2_ca10, 1, a, 9890, 0.4707426
method, roc.v2_ca20, 1, a, 9890, 0.7003172
all, acc, 1, a, 128570, 0.9548339
all, l2, 1, a, 128570, 0.0782936
all, l2.binary, 1, a, 128570, 0.0872739
all, avgp, 1, a, 128570, 0.9460642
all, neglogp, 1, a, 128570, 0.2794228
all, mrr, 1, a, 128570, 0.9659128
all, update.acc, 1, a, 128570, 0.9021560
all, update.prec, 1, a, 128570, 0.9094492
all, roc.v1_eer, 1, a, 128570, 0.0537139
all, roc.v1_ca05, 1, a, 128570, 0.9548339
all, roc.v1_ca10, 1, a, 128570, 0.9548339
all, roc.v1_ca20, 1, a, 128570, 0.9548339
all, roc.v2_ca05, 1, a, 128570, 0.0000081
all, roc.v2_ca10, 1, a, 128570, 0.0000081
all, roc.v2_ca20, 1, a, 128570, 0.0000081
goal.food, acc, 1, b, 9890, 0.6718908
goal.food, l2, 1, b, 9890, 0.5836083
goal.food, l2.binary, 1, b, 9890, 0.6754419
goal.food, avgp, 1, b, 9890, 0.6192694
goal.food, neglogp, 1, b, 9890, 2.4346954
goal.food, mrr, 1, b, 9890, 0.7093417
goal.food, update.acc, 1, b, 9890, 0.3230735
goal.food, update.prec, 1, b, 9890, 0.6475810
goal.food, roc.v1_eer, 1, b, 9890, 0.3957533
goal.food, roc.v1_ca05, 1, b, 9890, 0.0000000
goal.food, roc.v1_ca10, 1, b, 9890, 0.0000000
goal.food, roc.v1_ca20, 1, b, 9890, 0.4834176
goal.food, roc.v2_ca05, 1, b, 9890, 0.0000000
goal.food, roc.v2_ca10, 1, b, 9890, 0.0000000
goal.food, roc.v2_ca20, 1, b, 9890, 0.0000000
goal.pricerange, acc, 1, b, 9890, 0.6732053
goal.pricerange, l2, 1, b, 9890, 0.6343609
goal.pricerange, l2.binary, 1, b, 9890, 0.6472378
goal.pricerange, avgp, 1, b, 9890, 0.6560620
goal.pricerange, neglogp, 1, b, 9890, 2.6909837
goal.pricerange, mrr, 1, b, 9890, 0.7057937
goal.pricerange, update.acc, 1, b, 9890, 0.2303244
goal.pricerange, update.prec, 1, b, 9890, 0.7322142
goal.pricerange, roc.v1_eer, 1, b, 9890, 0.5241658
goal.pricerange, roc.v1_ca05, 1, b, 9890, 0.0000000
goal.pricerange, roc.v1_ca10, 1, b, 9890, 0.0000000
goal.pricerange, roc.v1_ca20, 1, b, 9890, 0.0000000
goal.pricerange, roc.v2_ca05, 1, b, 9890, 0.0000000
goal.pricerange, roc.v2_ca10, 1, b, 9890, 0.0000000
goal.pricerange, roc.v2_ca20, 1, b, 9890, 0.0000000
goal.name, acc, 1, b, 9890, 0.9893832
goal.name, l2, 1, b, 9890, 0.0212336
goal.name, l2.binary, 1, b, 9890, 0.0212336
goal.name, avgp, 1, b, 9890, 0.9893832
goal.name, neglogp, 1, b, 9890, 0.0977842
goal.name, mrr, 1, b, 9890, 0.9893832
goal.name, update.acc, 1, b, 9890, 0.0000000
goal.name, update.prec, 1, b, 9890, -
goal.name, roc.v1_eer, 1, b, 9890, 0.9892821
goal.name, roc.v1_ca05, 1, b, 9890, 0.9893832
goal.name, roc.v1_ca10, 1, b, 9890, 0.9893832
goal.name, roc.v1_ca20, 1, b, 9890, 0.9893832
goal.name, roc.v2_ca05, 1, b, 9890, 0.0001022
goal.name, roc.v2_ca10, 1, b, 9890, 0.0001022
goal.name, roc.v2_ca20, 1, b, 9890, 0.0001022
goal.area, acc, 1, b, 9890, 0.6852376
goal.area, l2, 1, b, 9890, 0.5987448
goal.area, l2.binary, 1, b, 9890, 0.6176708
goal.area, avgp, 1, b, 9890, 0.6644433
goal.area, neglogp, 1, b, 9890, 2.4569356
goal.area, mrr, 1, b, 9890, 0.7267444
goal.area, update.acc, 1, b, 9890, 0.2622951
goal.area, update.prec, 1, b, 9890, 0.7400140
goal.area, roc.v1_eer, 1, b, 9890, 0.4647118
goal.area, roc.v1_ca05, 1, b, 9890, 0.0000000
goal.area, roc.v1_ca10, 1, b, 9890, 0.0000000
goal.area, roc.v1_ca20, 1, b, 9890, 0.1740142
goal.area, roc.v2_ca05, 1, b, 9890, 0.0000000
goal.area, roc.v2_ca10, 1, b, 9890, 0.0000000
goal.area, roc.v2_ca20, 1, b, 9890, 0.0000000
goal.all, acc, 1, b, 39560, 0.7549292
goal.all, l2, 1, b, 39560, 0.4594869
goal.all, l2.binary, 1, b, 39560, 0.4903960
goal.all, avgp, 1, b, 39560, 0.7322895
goal.all, neglogp, 1, b, 39560, 1.9200997
goal.all, mrr, 1, b, 39560, 0.7828158
goal.all, update.acc, 1, b, 39560, 0.7353639
goal.all, update.prec, 1, b, 39560, 0.7922654
goal.all, roc.v1_eer, 1, b, 39560, 0.3467139
goal.all, roc.v1_ca05, 1, b, 39560, 0.0000000
