state_component, stat, schedule, label_scheme, N, result
all, roc.v1_eer, 1, a, 128570, 0.0399471
all, roc.v1_ca05, 1, a, 128570, 0.9626818
all, roc.v1_ca10, 1, a, 128570, 0.9626818
all, roc.v1_ca20, 1, a, 128570, 0.9626818
all, roc.v2_ca05, 1, a, 128570, 0.6736257
all, roc.v2_ca10, 1, a, 128570, 0.7736322
all, roc.v2_ca20, 1, a, 128570, 0.8755696
goal.food, acc, 1, b, 9890, 0.6935288
goal.food, l2, 1, b, 9890, 0.5042550
goal.food, l2.binary, 1, b, 9890, 0.6325130
goal.food, avgp, 1, b, 9890, 0.6392556
goal.food, neglogp, 1, b, 9890, 1.9290153
goal.food, mrr, 1, b, 9890, 0.7445828
goal.food, update.acc, 1, b, 9890, 0.3346286
goal.food, update.prec, 1, b, 9890, 0.6925260
goal.food, roc.v1_eer, 1, b, 9890, 0.2922144
goal.food, roc.v1_ca05, 1, b, 9890, 0.2724975
goal.food, roc.v1_ca10, 1, b, 9890, 0.4305359
goal.food, roc.v1_ca20, 1, b, 9890, 0.6463094
goal.food, roc.v2_ca05, 1, b, 9890, 0.1788891
goal.food, roc.v2_ca10, 1, b, 9890, 0.2908587
goal.food, roc.v2_ca20, 1, b, 9890, 0.4493366
goal.pricerange, acc, 1, b, 9890, 0.6971689
goal.pricerange, l2, 1, b, 9890, 0.5587122
goal.pricerange, l2.binary, 1, b, 9890, 0.5838158
goal.pricerange, avgp, 1, b, 9890, 0.6602408
goal.pricerange, neglogp, 1, b, 9890, 1.5040323
goal.pricerange, mrr, 1, b, 9890, 0.7970559
goal.pricerange, update.acc, 1, b, 9890, 0.2404931
goal.pricerange, update.prec, 1, b, 9890, 0.8475046
goal.pricerange, roc.v1_eer, 1, b, 9890, 0.4483316
goal.pricerange, roc.v1_ca05, 1, b, 9890, 0.1544995
goal.pricerange, roc.v1_ca10, 1, b, 9890, 0.2602629
goal.pricerange, roc.v1_ca20, 1, b, 9890, 0.4142568
goal.pricerange, roc.v2_ca05, 1, b, 9890, 0.0951414
goal.pricerange, roc.v2_ca10, 1, b, 9890, 0.1492386
goal.pricerange, roc.v2_ca20, 1, b, 9890, 0.2575780
goal.name, acc, 1, b, 9890, 0.9893832
goal.name, l2, 1, b, 9890, 0.0216588
goal.name, l2.binary, 1, b, 9890, 0.0224919
goal.name, avgp, 1, b, 9890, 0.9699650
goal.name, neglogp, 1, b, 9890, 0.1129314
goal.name, mrr, 1, b, 9890, 0.9901998
goal.name, update.acc, 1, b, 9890, 0.0000000
goal.name, update.prec, 1, b, 9890, -
