state_component, stat, schedule, label_scheme, N, result
goal.joint, mrr, 1, b, 9890, 0.5178328
goal.joint, update.acc, 1, b, 9890, 0.1449617
goal.joint, update.prec, 1, b, 9890, 0.2679009
goal.joint, roc.v1_eer, 1, b, 9890, 0.2800809
goal.joint, roc.v1_ca05, 1, b, 9890, 0.1583418
goal.joint, roc.v1_ca10, 1, b, 9890, 0.2254803
goal.joint, roc.v1_ca20, 1, b, 9890, 0.3086957
goal.joint, roc.v2_ca05, 1, b, 9890, 0.2834586
goal.joint, roc.v2_ca10, 1, b, 9890, 0.4355890
goal.joint, roc.v2_ca20, 1, b, 9890, 0.6067669
goal.joint_independent, acc, 1, b, 9890, 0.4034378
goal.joint_independent, l2, 1, b, 9890, 0.8958991
goal.joint_independent, l2.binary, 1, b, 9890, 1.1765792
goal.joint_independent, avgp, 1, b, 9890, 0.3704571
goal.joint_independent, neglogp, 1, b, 9890, 4.1760932
goal.joint_independent, mrr, 1, b, 9890, 0.5178328
goal.joint_independent, update.acc, 1, b, 9890, 0.1449617
goal.joint_independent, update.prec, 1, b, 9890, 0.2679009
goal.joint_independent, roc.v1_eer, 1, b, 9890, 0.2800809
goal.joint_independent, roc.v1_ca05, 1, b, 9890, 0.1583418
goal.joint_independent, roc.v1_ca10, 1, b, 9890, 0.2254803
goal.joint_independent, roc.v1_ca20, 1, b, 9890, 0.3086957
goal.joint_independent, roc.v2_ca05, 1, b, 9890, 0.2834586
goal.joint_independent, roc.v2_ca10, 1, b, 9890, 0.4355890
goal.joint_independent, roc.v2_ca20, 1, b, 9890, 0.6067669
method, acc, 1, b, 9890, 0.5804853
method, l2, 1, b, 9890, 0.7668165
method, l2.binary, 1, b, 9890, 0.8085981
method, avgp, 1, b, 9890, 0.5713173
method, neglogp, 1, b, 9890, 3.0628299
method, mrr, 1, b, 9890, 0.6979441
method, update.acc, 1, b, 9890, 0.3931303
method, update.prec, 1, b, 9890, 0.8193185
method, roc.v1_eer, 1, b, 9890, 0.3360971
method, roc.v1_ca05, 1, b, 9890, 0.2753286
method, roc.v1_ca10, 1, b, 9890, 0.3459050
method, roc.v1_ca20, 1, b, 9890, 0.4420627
method, roc.v2_ca05, 1, b, 9890, 0.3321721
method, roc.v2_ca10, 1, b, 9890, 0.4365093
method, roc.v2_ca20, 1, b, 9890, 0.5631423
